timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
565044165,565042827,68339896,59.396201899999994,24.6605965,2.335785,-1.316979,-2.3859854,-0.022485403,-0.0058500394,-0.06750712,-0.023247566,-0.028160226,-0.043024544,-0.055487465,0.037437953,0.037413422,0.009335578,0.11030825,-0.06583847,-0.10457162,-0.15248747,-0.01406361,28.05643,0.1,0.18554813,0.18370518,0.11054467,0.08195604,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565054017,565052847,68339896,59.396201899999994,24.6605965,2.3355558,-1.3168055,-2.3865802,-0.022485403,-0.0058500394,-0.06750712,-0.02303876,-0.028745605,-0.044199757,-0.05669531,0.037437953,0.037413422,0.009335578,-0.096708715,-0.09739745,-0.2411327,-0.15255877,-0.01406361,28.05643,0.1,0.18628615,0.18427974,0.11098404,0.08216438,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565064037,565062864,68339896,59.396201899999994,24.6605965,2.3353262,-1.316645,-2.387318,-0.022485403,-0.0058500394,-0.06750712,-0.022888482,-0.0272215,-0.044945832,-0.057603896,0.037437953,0.037413422,0.009335578,0.039524354,0.059469745,0.11265283,-0.15284951,-0.01406361,28.05643,0.1,0.18702938,0.18459956,0.11142538,0.08231645,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565073987,565072883,68339896,59.396201899999994,24.6605965,2.3350961,-1.3165083,-2.3880432,-0.022485403,-0.0058500394,-0.06750712,-0.023033148,-0.028800128,-0.045541625,-0.058349837,0.037437953,0.037413422,0.009335578,0.086632974,-0.032578364,-0.23637065,-0.15299827,-0.01406361,28.05643,0.1,0.1877778,0.18517846,0.111866094,0.08252491,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565084007,565082905,68339896,59.396201899999994,24.6605965,2.334871,-1.3163872,-2.3887687,-0.022485403,-0.0058500394,-0.06750712,-0.02263473,-0.028186647,-0.04580481,-0.05875129,0.037437953,0.037413422,0.009335578,0.004164015,-0.04536617,0.049565546,-0.1528289,-0.01406361,28.05643,0.1,0.18853143,0.18575992,0.11230475,0.08273352,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565094795,565092922,68339896,59.396201899999994,24.6605965,2.3345711,-1.3160157,-2.3893049,-0.022485403,-0.0058500394,-0.06750712,-0.02349478,-0.028820029,-0.04463242,-0.05752813,0.037437953,0.037413422,0.009335578,-0.13005687,0.033029247,-0.038398515,-0.15257221,-0.01406361,28.05643,0.1,0.18027887,0.17976107,0.1074036,0.080486,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565104096,565102941,68339896,59.396201899999994,24.6605965,2.334277,-1.3156646,-2.3898494,-0.022485403,-0.0058500394,-0.06750712,-0.022627192,-0.028676236,-0.047373798,-0.06021551,0.037437953,0.037413422,0.009335578,-0.044095233,-0.16221309,-0.2402841,-0.15257539,-0.01406361,28.05643,0.1,0.18097977,0.1803175,0.10783976,0.08069372,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565114953,565112967,68339896,59.396201899999994,24.6605965,2.3339913,-1.3153386,-2.390406,-0.022485403,-0.0058500394,-0.06750712,-0.021958327,-0.029214446,-0.04791894,-0.060703587,0.037437953,0.037413422,0.009335578,0.024073377,-0.25767758,-0.025637137,-0.15277985,-0.01406361,28.05643,0.1,0.18168578,0.18087652,0.108281024,0.08090178,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565124221,565122980,68339896,59.396201899999994,24.6605965,2.3337061,-1.31504,-2.3910697,-0.022485403,-0.0058500394,-0.06750712,-0.022848317,-0.0285956,-0.04791179,-0.060748532,0.037437953,0.037413422,0.009335578,-0.04549087,0.03715519,0.020165252,-0.15294346,-0.01406361,28.05643,0.1,0.18239695,0.18119481,0.10870971,0.081057414,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565134036,565132999,68339896,59.396201899999994,24.6605965,2.333423,-1.3147643,-2.3917303,-0.022485403,-0.0058500394,-0.06750712,-0.02250832,-0.029027218,-0.048722353,-0.06160353,0.037437953,0.037413422,0.009335578,-0.024801528,0.046745304,-0.080221295,-0.1528741,-0.01406361,28.05643,0.1,0.18311317,0.18175822,0.10915077,0.081265755,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565144247,565143019,68339896,59.396201899999994,24.6605965,2.3331447,-1.3145088,-2.3923898,-0.022485403,-0.0058500394,-0.06750712,-0.022316946,-0.028357008,-0.04881594,-0.061734203,0.037437953,0.037413422,0.009335578,-0.045178026,0.16462485,0.08893515,-0.15271463,-0.01406361,28.05643,0.1,0.18383458,0.1823242,0.10958773,0.081473775,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565154097,565153037,68339896,59.396201899999994,24.6605965,2.3328655,-1.3142729,-2.3930452,-0.022485403,-0.0058500394,-0.06750712,-0.022552107,-0.028714014,-0.049628094,-0.06257639,0.037437953,0.037413422,0.009335578,0.067028895,0.064799845,-0.08739157,-0.15266211,-0.01406361,28.05643,0.1,0.18456115,0.18289275,0.11002657,0.081681944,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565164169,565163057,68339896,59.396201899999994,24.6605965,2.332593,-1.3140566,-2.393699,-0.022485403,-0.0058500394,-0.06750712,-0.022471726,-0.029532934,-0.050319575,-0.06329118,0.037437953,0.037413422,0.009335578,-0.08500418,-0.270998,-0.18057534,-0.15278985,-0.01406361,28.05643,0.1,0.18529288,0.18346387,0.110464975,0.081890166,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565174130,565173076,68339896,59.396201899999994,24.6605965,2.3323162,-1.313865,-2.394354,-0.022485403,-0.0058500394,-0.06750712,-0.0228846,-0.02998744,-0.050898306,-0.06388676,0.037437953,0.037413422,0.009335578,0.06300052,-0.25968632,-0.09756731,-0.15291351,-0.01406361,28.05643,0.1,0.18602978,0.18403757,0.11090542,0.08209861,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565184157,565183095,68339896,59.396201899999994,24.6605965,2.3320465,-1.3136892,-2.3950086,-0.022485403,-0.0058500394,-0.06750712,-0.02252857,-0.02884132,-0.0509562,-0.06395534,0.037437953,0.037413422,0.009335578,-0.11909165,-0.025168939,0.091628164,-0.15287684,-0.01406361,28.05643,0.1,0.18677187,0.18461384,0.11134472,0.0823071,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
565194400,565193114,68339896,59.396201899999994,24.6605965,2.3317742,-1.3135307,-2.395805,-0.022485403,-0.0058500394,-0.06750712,-0.022960816,-0.029474929,-0.050970998,-0.06412694,0.037437953,0.037413422,0.009335578,0.0071231425,-0.16171195,0.046723135,-0.15279077,-0.01406361,28.05643,0.1,0.18751915,0.18493399,0.11177996,0.08245875,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
